threshold,precision,recall,f1,tp,fp,fn
0.100062,0.4370609721831975,0.852796052631579,0.577930522013747,3111,4007,537
0.109056,0.4483954900260191,0.850328947368421,0.5871663827370811,3102,3816,546
0.11805,0.45863095238095236,0.8448464912280702,0.5945216049382716,3082,3638,566
0.127044,0.46873566732915456,0.8404605263157895,0.6018254980861714,3066,3475,582
0.136038,0.47751840827197245,0.8355263157894737,0.6077160801515303,3048,3335,600
0.145032,0.4856092101055325,0.8325109649122807,0.6134114320339327,3037,3217,611
0.154026,0.4922625834826519,0.8283991228070176,0.6175538980279963,3022,3117,626
0.16302,0.5008327781479014,0.8242872807017544,0.6230832987981765,3007,2997,641
0.172014,0.5083276682528892,0.8199013157894737,0.6275702895509861,2991,2893,657
0.181008,0.5156981786643539,0.8149671052631579,0.631679592053543,2973,2792,675
0.190002,0.523463786081105,0.8103070175438597,0.6360408821947283,2956,2691,692
0.198996,0.530281182408075,0.8064692982456141,0.6398434101783383,2942,2606,706
0.20799,0.5363169479090242,0.8015350877192983,0.6426373626373626,2924,2528,724
0.216984,0.5438760268857357,0.7985197368421053,0.6470457574411373,2913,2443,735
0.225978,0.5523809523809524,0.7949561403508771,0.6518318723308608,2900,2350,748
0.23497200000000001,0.5595422808378588,0.7908442982456141,0.6553839164016356,2885,2271,763
0.24396600000000002,0.5652088258471237,0.7864583333333334,0.6577258138468592,2869,2207,779
0.25296,0.5684589246452129,0.7796052631578947,0.6574962432088775,2844,2159,804
0.261954,0.5745934959349593,0.7749451754385965,0.6598972922502335,2827,2093,821
0.270948,0.5801321767864519,0.7700109649122807,0.6617196702002356,2809,2033,839
0.279942,0.584783064347097,0.7648026315789473,0.6627865542225918,2790,1981,858
0.288936,0.5902231668437832,0.7612390350877193,0.6649108104872501,2777,1928,871
0.29793000000000003,0.5946528676153514,0.7560307017543859,0.6657011827178373,2758,1880,890
0.30692400000000003,0.6014047410008779,0.7510964912280702,0.6679668454412482,2740,1816,908
0.315918,0.6090544157002676,0.7486293859649122,0.6716674864731923,2731,1753,917
0.324912,0.6145314622000906,0.7442434210526315,0.6731961319117283,2715,1703,933
0.333906,0.6187099725526075,0.7415021929824561,0.6745635910224439,2705,1667,943
0.3429,0.6238404452690167,0.737390350877193,0.6758793969849246,2690,1622,958
0.351894,0.6281088690755514,0.7338267543859649,0.6768647281921618,2677,1585,971
0.360888,0.6341288782816229,0.7283442982456141,0.6779790762949732,2657,1533,991
0.369882,0.6391852570320078,0.7225877192982456,0.6783324755532683,2636,1488,1012
0.378876,0.6439636095402016,0.7179276315789473,0.6789371354504212,2619,1448,1029
0.38787,0.6487902220004989,0.7129934210526315,0.6793783466109442,2601,1408,1047
0.396864,0.6518331226295828,0.7066885964912281,0.6781533605155858,2578,1377,1070
0.405858,0.6573408624229979,0.7020285087719298,0.678950159066808,2561,1335,1087
0.414852,0.6594202898550725,0.6984649122807017,0.678381256656017,2548,1316,1100
0.423846,0.6626506024096386,0.6935307017543859,0.6777390838467721,2530,1288,1118
0.43284,0.6656961355214399,0.6894188596491229,0.6773498518718019,2515,1263,1133
0.441834,0.6691729323308271,0.6831140350877193,0.6760716223548561,2492,1232,1156
0.450828,0.6750341064120055,0.6781798245614035,0.6766033091754411,2474,1191,1174
0.459822,0.6803210628286742,0.6737938596491229,0.6770417297892852,2458,1155,1190
0.468816,0.6832630098452883,0.6658442982456141,0.67444120505345,2429,1126,1219
0.47781,0.6881047239612976,0.662828947368421,0.6752303825746997,2418,1096,1230
0.486804,0.6935716344767945,0.6595394736842105,0.6761275818462835,2406,1063,1242
0.495798,0.6988304093567251,0.6551535087719298,0.6762874929258631,2390,1030,1258
0.504792,0.7021276595744681,0.6513157894736842,0.6757679180887372,2376,1008,1272
0.5137860000000001,0.7064110245656081,0.6463815789473685,0.6750644145433725,2358,980,1290
0.52278,0.7089144936325046,0.6408991228070176,0.6731932047221422,2338,960,1310
0.531774,0.7128378378378378,0.6362390350877193,0.6723638470451911,2321,935,1327
0.540768,0.7170458086631349,0.6307565789473685,0.6711389820621263,2301,908,1347
0.549762,0.7216429699842022,0.6260964912280702,0.6704829003375898,2284,881,1364
0.558756,0.727331189710611,0.6200657894736842,0.6694288250961823,2262,848,1386
0.56775,0.7297297297297297,0.6143092105263158,0.6670635511236791,2241,830,1407
0.576744,0.731948565776459,0.6085526315789473,0.6645711719802424,2220,813,1428
0.585738,0.7346870838881492,0.6049890350877193,0.663559831629585,2207,797,1441
0.594732,0.7390572390572391,0.6016995614035088,0.6633423995164702,2195,775,1453
0.603726,0.7428180574555403,0.5953947368421053,0.6609860012172855,2172,752,1476
0.61272,0.744202146071305,0.5893640350877193,0.6577940951506808,2150,739,1498
0.621714,0.7471062784987723,0.5838815789473685,0.6554854593014311,2130,721,1518
0.630708,0.749822316986496,0.5783991228070176,0.6530485917672546,2110,704,1538
0.639702,0.7543290043290043,0.5731907894736842,0.6514018691588784,2091,681,1557
0.648696,0.7572636998896654,0.5644188596491229,0.6467724202921313,2059,660,1589
0.65769,0.7604633781763827,0.5578399122807017,0.6435800126502214,2035,641,1613
0.666684,0.7648628048780488,0.5501644736842105,0.6399872448979592,2007,617,1641
0.675678,0.7689922480620155,0.543859649122807,0.6371226718047527,1984,596,1664
0.684672,0.7762017336485422,0.5400219298245614,0.6369220821209183,1970,568,1678
0.693666,0.7807228915662651,0.5328947368421053,0.6334310850439883,1944,546,1704
0.70266,0.7854217854217854,0.5257675438596491,0.6298850574712643,1918,524,1730
0.711654,0.789694176790951,0.5167214912280702,0.6246893123446562,1885,502,1763
0.720648,0.7935291613452533,0.5109649122807017,0.6216441554110388,1864,485,1784
0.729642,0.7949718248807975,0.5027412280701754,0.6159529806884971,1834,473,1814
0.738636,0.796812749003984,0.4934210526315789,0.6094464195022854,1800,459,1848
0.74763,0.8035390199637024,0.48547149122807015,0.6052631578947368,1771,433,1877
0.756624,0.8081232492997199,0.4745065789473684,0.5979274611398965,1731,411,1917
0.765618,0.8127394636015326,0.46518640350877194,0.5917015341701534,1697,391,1951
0.774612,0.8152334152334152,0.45476973684210525,0.5838465599155376,1659,376,1989
0.783606,0.817907444668008,0.4457236842105263,0.5770049680624557,1626,362,2022
0.7926,0.8199273482096523,0.4331140350877193,0.5668161434977578,1580,347,2068
0.801594,0.8243459690336359,0.4232456140350877,0.559318963955805,1544,329,2104
0.810588,0.8252585737615677,0.4155701754385965,0.5527803099361897,1516,321,2132
0.819582,0.8283791362871564,0.4048793859649123,0.5439145645369178,1477,306,2171
0.828576,0.8334293948126801,0.3963815789473684,0.5372468883522199,1446,289,2202
0.83757,0.8372093023255814,0.3848684210526316,0.5273239436619719,1404,273,2244
0.846564,0.8462017434620175,0.3725328947368421,0.5173201370384469,1359,247,2289
0.855558,0.8532289628180039,0.35855263157894735,0.504921829762594,1308,225,2340
0.864552,0.8574351978171897,0.34457236842105265,0.4915917090340243,1257,209,2391
0.873546,0.8589835361488904,0.32894736842105265,0.4757185332011893,1200,197,2448
0.88254,0.8692660550458715,0.31167763157894735,0.4588377723970944,1137,171,2511
0.891534,0.8774671052631579,0.2924890350877193,0.43873355263157887,1067,149,2581
0.900528,0.8759964570416298,0.27110745614035087,0.4140674063219594,989,140,2659
0.909522,0.8838771593090211,0.2524671052631579,0.3927505330490405,921,121,2727
0.918516,0.8944033790918691,0.23218201754385964,0.3686615886833515,847,100,2801
0.9275100000000001,0.8990610328638498,0.2099780701754386,0.3404444444444445,766,86,2882
0.936504,0.9009497964721845,0.18201754385964913,0.3028506271379704,664,73,2984
0.9454980000000001,0.9056,0.15515350877192982,0.2649192604727358,566,59,3082
0.954492,0.9147121535181236,0.11759868421052631,0.20840417779936848,429,40,3219
0.963486,0.926605504587156,0.08305921052631579,0.15245283018867928,303,24,3345
0.97248,0.9213483146067416,0.044956140350877194,0.0857292211186618,164,14,3484
0.981474,0.9310344827586207,0.014802631578947368,0.02914193200215866,54,4,3594
0.990468,1.0,0.00027412280701754384,0.0005480953685941353,1,0,3647
